url,parent,child,depth
https://play.google.com/store/apps/details?id=com.divum.MoneyControl&referrer=utm_source%3Dgoogle_play%26utm_medium%3Dorganic%26utm_campaign%3Dgetappbanner_eng,apps,details,3
https://wz7ux.app.goo.gl/?link=https://www.moneycontrol.com/&utm_source=MC_OpeninApp&utm_medium=MC_WAP&utm_campaign=OpeninApp_Button&apn=com.divum.MoneyControl&ibi=com.moneycontrol.mc&isi=408654600,,,0
https://www.moneycontrolpay.com/,,,0
https://www.moneycontrol.com/,,,0
https://play.google.com/store/apps/details?id=com.divum.MoneyControl&referrer=utm_source%3Dgoogle_play%26utm_medium%3Dorganic%26utm_campaign%3Dgetappbanner_eng,apps,details,3
https://www.moneycontrol.com/,,,0
https://www.moneycontrol.com/pro-top-stories,,pro-top-stories,1
https://t.me/moneycontrolcom,,moneycontrolcom,1
https://wz7ux.app.goo.gl/?link=https://www.moneycontrol.com/&utm_source=MC_OpeninApp&utm_medium=MC_WAP&utm_campaign=OpeninApp_Button&apn=com.divum.MoneyControl&ibi=com.moneycontrol.mc&isi=408654600,,,0
https://www.moneycontrol.com/india/stockpricequote/engineering/fluid-airindia/FAI,fluid-airindia,FAI,5
https://www.moneycontrol.com/india/stockpricequote/miscellaneous/bselimited/B08,bselimited,B08,5
https://www.moneycontrol.com/india/stockpricequote/power-generationdistribution/suzlonenergy/SE17,suzlonenergy,SE17,5
https://www.moneycontrol.com/india/stockpricequote/power-generationdistribution/reliancepower/RP,reliancepower,RP,5
https://www.moneycontrol.com/india/stockpricequote/auto-ancillaries/belriseindustries/BIL08,belriseindustries,BIL08,5
https://www.moneycontrolpay.com/,,,0
https://m.moneycontrol.com/login.php,,login.php,1
https://m.moneycontrol.com/mcreg.php,,mcreg.php,1
https://hindi.moneycontrol.com/,,,0
https://gujarati.moneycontrol.com/,,,0
https://www.moneycontrol.com/portfolio-management/user/update_profile,user,update_profile,3
https://www.moneycontrol.com/promos/pro.php,promos,pro.php,2
https://m.moneycontrol.com/portfolio.php?type=today,,portfolio.php,1
https://www.moneycontrol.com/watchlist,,watchlist,1
https://www.moneycontrolpay.com/,,,0
https://www.moneycontrol.com/fixed-deposit,,fixed-deposit,1
https://www.moneycontrol.com/my-alerts,,my-alerts,1
https://mmb.moneycontrol.com/,,,0
https://m.moneycontrol.com/logout.php?red_url=index.html,,logout.php,1
https://hindi.moneycontrol.com/,,,0
https://gujarati.moneycontrol.com/,,,0
https://www.moneycontrol.com/,,,0
https://www.moneycontrol.com/my-stock-feed?utm_source=mc_header&utm_medium=wap&utm_campaign=my_feed_cta,,my-stock-feed,1
https://www.moneycontrol.com/promos/pro.php,promos,pro.php,2
https://www.moneycontrol.com/promos/pro.php,promos,pro.php,2
https://www.moneycontrol.com/promos/pro.php,promos,pro.php,2
https://www.moneycontrol.com/promos/pro.php,promos,pro.php,2
https://www.moneycontrol.com/promos/pro.php,promos,pro.php,2
https://www.moneycontrol.com/promos/pro.php,promos,pro.php,2
https://www.moneycontrol.com/promos/pro.php,promos,pro.php,2
https://www.moneycontrol.com/promos/pro.php,promos,pro.php,2
https://www.moneycontrol.com/pro-top-stories,,pro-top-stories,1
https://www.moneycontrol.com/pro-alpha-portfolio/,,pro-alpha-portfolio,1
https://www.moneycontrol.com/pro-financial-times,,pro-financial-times,1
https://www.moneycontrol.com/pro-opinion,,pro-opinion,1
https://www.moneycontrol.com/pro-markets-learn,,pro-markets-learn,1
https://www.moneycontrol.com/pro-market-guru,,pro-market-guru,1
https://www.moneycontrol.com/webinar,,webinar,1
https://www.moneycontrol.com/pro-interviews,,pro-interviews,1
https://www.moneycontrol.com/pro-business-in-week-ahead,,pro-business-in-week-ahead,1
https://www.moneycontrol.com/pro-market-research,,pro-market-research,1
https://www.moneycontrol.com/technical-picks/,,technical-picks,1
https://www.moneycontrol.com/pro-personalfinance,,pro-personalfinance,1
https://www.moneycontrol.com/promos/pro.php,promos,pro.php,2
https://www.moneycontrol.com/pro-offers,,pro-offers,1
https://www.moneycontrol.com/credit-cards,,credit-cards,1
https://www.moneycontrolpay.com/,,,0
https://www.moneycontrolpay.com/,,,0
https://www.moneycontrol.com/credit-score,,credit-score,1
https://www.moneycontrolpay.com/referral/,,referral,1
https://www.moneycontrolpay.com/referral/,,referral,1
https://www.moneycontrol.com/account-aggregator,,account-aggregator,1
https://www.moneycontrol.com/fixed-deposit,,fixed-deposit,1
https://www.moneycontrolpay.com/business-loans/,,business-loans,1
https://www.moneycontrol.com/stocksmarketsindia/,,stocksmarketsindia,1
https://www.moneycontrol.com/stocks/marketstats/fii_dii_activity/index.php,fii_dii_activity,index.php,4
https://www.moneycontrol.com/markets/corporate-action/,markets,corporate-action,2
https://m.moneycontrol.com/markets/stock-ideas/,markets,stock-ideas,2
https://www.moneycontrol.com/markets/earnings/,markets,earnings,2
https://www.moneycontrol.com/markets/technical-trends/,markets,technical-trends,2
https://www.moneycontrol.com/markets/stock-deals/,markets,stock-deals,2
https://www.moneycontrol.com/markets/stock-deals/large-deals/,stock-deals,large-deals,3
https://m.moneycontrol.com/bonds/,,bonds,1
https://www.moneycontrol.com/pro-interviews,,pro-interviews,1
https://www.moneycontrol.com/markets/premarket/,markets,premarket,2
https://www.moneycontrol.com/stock-scanner/,,stock-scanner,1
https://www.moneycontrol.com/markets/sector-analysis,markets,sector-analysis,2
https://m.moneycontrol.com/webinar,,webinar,1
https://www.moneycontrol.com/markets/seasonality-analysis/,markets,seasonality-analysis,2
https://www.moneycontrol.com/elections/assembly-election/,elections,assembly-election,2
https://www.moneycontrol.com/web-stories/,,web-stories,1
https://www.moneycontrol.com/personal-finance/tools/income-tax-calculator,tools,income-tax-calculator,3
https://mmb.moneycontrol.com/,,,0
https://www.moneycontrol.com/news/gold-rates-today/,news,gold-rates-today,2
https://www.moneycontrol.com/news/silver-rates-today/,news,silver-rates-today,2
https://www.moneycontrol.com/storyboard18/,,storyboard18,1
https://www.moneycontrol.com/ipo/,,ipo,1
https://www.moneycontrol.com/economic-indicators/,,economic-indicators,1
https://www.moneycontrol.com/economic-calendar,,economic-calendar,1
https://www.moneycontrol.com/markets/global-indices/,markets,global-indices,2
https://www.moneycontrol.com/us-markets,,us-markets,1
https://www.moneycontrol.com/etfs-exchange-traded-funds/,,etfs-exchange-traded-funds,1
https://www.moneycontrol.com/markets/indian-indices/?classic=true,markets,indian-indices,2
https://www.moneycontrol.com/news/,,news,1
https://www.moneycontrol.com/news/technology-startups,news,technology-startups,2
https://www.moneycontrol.com/automobile/,,automobile,1
https://www.moneycontrol.com/equity-research/,,equity-research,1
https://www.moneycontrol.com/news/opinion/,news,opinion,2
https://www.moneycontrol.com/news/politics/,news,politics,2
https://www.moneycontrol.com/news/business/personal-finance/,business,personal-finance,3
https://www.moneycontrol.com/news/personal-finance/epfo/,personal-finance,epfo,3
https://www.moneycontrol.com/real-estate-property/,,real-estate-property,1
https://m.moneycontrol.com/portfolio.php?type=today,,portfolio.php,1
https://www.moneycontrol.com/watchlist,,watchlist,1
https://www.moneycontrol.com/personal-finance/,,personal-finance,1
https://www.moneycontrolpay.com/,,,0
https://www.moneycontrol.com/fixed-deposit/fd-interest-rates/,fixed-deposit,fd-interest-rates,2
https://www.moneycontrol.com/fixed-income/calculator/fixed-deposit-calculator.html,calculator,fixed-deposit-calculator.html,3
https://www.moneycontrol.com/personal-finance/health-insurance-ratings,personal-finance,health-insurance-ratings,2
https://www.moneycontrol.com/mutualfundindia/,,mutualfundindia,1
https://www.moneycontrol.com/mutual-funds/performance-tracker/returns/large-cap-fund.html,returns,large-cap-fund.html,4
https://www.moneycontrol.com/mutual-funds/best-funds/equity.html,best-funds,equity.html,3
https://m.moneycontrol.com/portfolio.php?type=today,,portfolio.php,1
https://www.moneycontrol.com/mutual-funds/performance-tracker/all-categories?order=default&dur=1y,performance-tracker,all-categories,3
https://www.moneycontrol.com/mutualfundindia/mutual-fund-discussion-forum,mutualfundindia,mutual-fund-discussion-forum,2
https://www.moneycontrol.com/mutual-fund/mc-30,mutual-fund,mc-30,2
https://www.moneycontrol.com/mutual-funds/new-fund-offers,mutual-funds,new-fund-offers,2
https://www.moneycontrol.com/msite/mc-explains-mutual-fund-simplified,msite,mc-explains-mutual-fund-simplified,2
https://www.moneycontrol.com/commodity/,,commodity,1
https://www.moneycontrol.com/news/gold-rates-today/,news,gold-rates-today,2
https://www.moneycontrol.com/news/silver-rates-today/,news,silver-rates-today,2
https://www.moneycontrol.com/markets/currencies/,markets,currencies,2
https://www.moneycontrol.com/crypto-market/market-movers/top-cryptos/inr,top-cryptos,inr,4
https://m.moneycontrol.com/live_tv.php,,live_tv.php,1
https://www.moneycontrol.com/video-shows/?classic=true,,video-shows,1
https://www.moneycontrol.com/podcast/?classic=true,,podcast,1
https://www.moneycontrol.com/news/photos/,news,photos,2
https://www.moneycontrol.com/msite/gapup-club,msite,gapup-club,2
https://www.moneycontrol.com/msite/pharma-industry-conclave,msite,pharma-industry-conclave,2
https://www.moneycontrol.com/msite/unlocking-opportunities-in-metal-mining,msite,unlocking-opportunities-in-metal-mining,2
https://www.moneycontrol.com/msite/advanced-technical-chart/?utm_source=moneycontrol&utm_medium=wap&utm_campaign=specials,msite,advanced-technical-chart,2
https://www.moneycontrol.com/news/international/,news,international,2
https://www.moneycontrol.com/promos/pro.php,promos,pro.php,2
https://www.moneycontrol.com/my-alerts,,my-alerts,1
https://www.moneycontrol.com/,,,0
https://www.moneycontrol.com/pro-top-stories,,pro-top-stories,1
https://www.moneycontrol.com/stocksmarketsindia/,,stocksmarketsindia,1
https://www.moneycontrol.com/news/,,news,1
https://www.moneycontrol.com/editors-picks/,,editors-picks,1
https://www.moneycontrol.com/news/technology-startups,news,technology-startups,2
https://www.moneycontrol.com/news/india/,news,india,2
https://www.moneycontrol.com/india/bestportfoliomanager/investment-tool,bestportfoliomanager,investment-tool,3
https://www.moneycontrol.com/watchlist,,watchlist,1
https://www.moneycontrol.com/commodity/,,commodity,1
https://www.moneycontrol.com/mutualfundindia/,,mutualfundindia,1
https://www.moneycontrol.com/personal-finance/,,personal-finance,1
